年月日	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	降水量の合計(mm)	平均気温(℃)	平均気温(℃)	平均気温(℃)	最高気温(℃)	最高気温(℃)	最高気温(℃)	最低気温(℃)	最低気温(℃)	最低気温(℃)	日照時間(時間)	日照時間(時間)	日照時間(時間)	日照時間(時間)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	合計全天日射量(MJ/㎡)	平均風速(m/s)	平均風速(m/s)	平均風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	最多風向(16方位)	最多風向(16方位)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均蒸気圧(hPa)	平均湿度(％)	平均湿度(％)	平均湿度(％)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均現地気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均海面気圧(hPa)	平均雲量(10分比)	平均雲量(10分比)	平均雲量(10分比)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(昼：06時～18時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)	天気概況(夜：18時～翌日06時)
8/9/2013	0	1	8	1	31	8	1	34.5	8	1	27.7	8	1	9.4	0	8	1	22.58	8	1	2.6	8	1	6.2	8	南南東	8	1	9.9	8	南南東	8	1	南南東	8	1	33.3	8	1	75	8	1	1000.5	8	1	1004.5	8	1	7.5	8	1	晴	8	1	晴	8	1
8/10/2013	0	1	8	1	33.2	8	1	37.4	8	1	29	8	1	10	0	8	1	21.52	8	1	2	8	1	4.3	8	南南東	8	1	6	8	南	8	1	南南東	8	1	33.4	8	1	67	8	1	1001.9	8	1	1005.9	8	1	4.5	8	1	晴後薄曇	8	1	晴一時曇	8	1
8/11/2013	0	0	8	1	32.9	8	1	38.3	8	1	30.4	8	1	8	0	8	1	18.82	8	1	2.2	8	1	5.8	8	西南西	8	1	11	8	西	8	1	北北西	8	1	30.5	8	1	61	8	1	1003.3	8	1	1007.3	8	1	6.5	8	1	晴後一時雨、雷を伴う	8	1	曇後晴	8	1
8/12/2013	3.5	0	8	1	31.3	8	1	35.8	8	1	27.9	8	1	7.8	0	5	1	19.14	5	1	2.7	8	1	7.1	8	南南東	8	1	10.8	8	南東	8	1	南東	8	1	30.4	8	1	67	8	1	1004.1	8	1	1008.2	8	1	6	8	1	晴時々曇、雷を伴う	8	1	曇時々雨、雷を伴う	8	1
8/13/2013	6.5	0	8	1	30	8	1	34.7	8	1	26.2	8	1	7.9	0	8	1	21.77	8	1	3.1	8	1	5.9	8	南南東	8	1	9.6	8	南南東	8	1	南南東	8	1	27.3	8	1	66	8	1	1006	8	1	1010.1	8	1	9.3	8	1	晴時々曇	8	1	薄曇	8	1
8/14/2013	0	1	8	1	30.2	8	1	34.3	8	1	27.3	8	1	8.5	0	8	1	20.77	8	1	2.6	8	1	5.6	8	南東	8	1	9	8	南東	8	1	南南東	8	1	26.1	8	1	62	8	1	1007.4	8	1	1011.5	8	1	5	8	1	晴一時曇	8	1	快晴	8	1
8/15/2013	0	1	8	1	30	8	1	34.9	8	1	26.5	8	1	10.3	0	8	1	24.21	8	1	3.1	8	1	6.6	8	南東	8	1	10.4	8	南東	8	1	南	8	1	28	8	1	67	8	1	1006.8	8	1	1010.9	8	1	2.8	8	1	晴	8	1	薄曇後晴	8	1
8/16/2013	0	1	8	1	29.7	8	1	33	8	1	27.6	8	1	8.9	0	8	1	22.43	8	1	4	8	1	7.6	8	南	8	1	11.8	8	南南東	8	1	南南東	8	1	29.4	8	1	71	8	1	1005.3	8	1	1009.4	8	1	5.5	8	1	晴後一時曇	8	1	薄曇一時晴	8	1
8/17/2013	0	1	8	1	29.6	8	1	32.9	8	1	27.3	8	1	10.1	0	8	1	22.14	8	1	4.5	8	1	8.4	8	南	8	1	13.4	8	南南東	8	1	南	8	1	27.6	8	1	67	8	1	1004.7	8	1	1008.8	8	1	9	8	1	薄曇	8	1	薄曇後晴	8	1
8/18/2013	0	1	8	1	29.6	8	1	33.3	8	1	27.5	8	1	10.8	0	8	1	22.48	8	1	4.7	8	1	7.3	8	南南東	8	1	12.3	8	南南東	8	1	南	8	1	27.9	8	1	67	8	1	1004	8	1	1008.1	8	1	3.3	8	1	晴	8	1	晴	8	1
8/19/2013	0	1	8	1	30.3	8	1	34.2	8	1	27.7	8	1	11.2	0	8	1	24.02	8	1	4.2	8	1	7	8	南南東	8	1	12.8	8	南南西	8	1	南	8	1	28.8	8	1	67	8	1	1003.8	8	1	1007.9	8	1	1.8	8	1	晴一時曇	8	1	快晴	8	1
8/20/2013	0	1	8	1	30.5	8	1	33.9	8	1	28.1	8	1	7.7	0	8	1	18.33	8	1	4.4	8	1	6.9	8	南南東	8	1	12	8	南南東	8	1	南南西	8	1	29.2	8	1	67	8	1	1003	8	1	1007.1	8	1	5	8	1	薄曇時々晴	8	1	曇	8	1
8/21/2013	26.5	0	8	1	29.1	8	1	33.4	8	1	25.4	8	1	2	0	8	1	12.05	8	1	2.3	8	1	5.8	8	西北西	8	1	9.1	8	北西	8	1	北	8	1	31.1	8	1	78	8	1	1004.3	8	1	1008.4	8	1	9.8	8	1	曇後一時雨、雷を伴う	8	1	曇一時雨、雷を伴う	8	1
8/22/2013	0	0	8	1	28.5	8	1	32.1	8	1	25	8	1	2.8	0	8	1	11.71	8	1	2.4	8	1	5	8	南南東	8	1	7.3	8	南	8	1	南南東	8	1	30.2	8	1	78	8	1	1006	8	1	1010.1	8	1	9.3	8	1	曇後晴	8	1	曇一時晴	8	1
8/23/2013	7.5	0	8	1	28.2	8	1	30.9	8	1	24.8	8	1	0	0	8	1	4.81	8	1	2.1	8	1	6	8	北西	8	1	8.9	8	北西	8	1	北西	8	1	31.7	8	1	83	8	1	1003.5	8	1	1007.6	8	1	10	8	1	曇後一時雨、雷を伴う	8	1	曇時々雨	8	1
8/24/2013	0.5	0	8	1	29	8	1	33.5	8	1	24.8	8	1	1.6	0	8	1	12.87	8	1	2.1	8	1	5.2	8	東南東	8	1	8.3	8	東	8	1	北西	8	1	27.2	8	1	69	8	1	998.8	8	1	1002.9	8	1	10	8	1	曇一時雨	8	1	曇	8	1
8/25/2013	3.5	0	8	1	25.5	8	1	28.5	8	1	23.1	8	1	0	0	8	1	3.81	8	1	1.6	8	1	3.7	8	南南東	8	1	6.2	8	南南東	8	1	南南東	8	1	24.8	8	1	76	8	1	998.9	8	1	1003	8	1	9.3	8	1	雨後曇	8	1	晴一時曇	8	1
8/26/2013	4.5	0	8	1	26.7	8	1	29.6	8	1	23.5	8	1	3.9	0	8	1	14.6	8	1	2.7	8	1	6.1	8	南南東	8	1	9.4	8	南南東	8	1	南南東	8	1	22.4	8	1	65	8	1	999.1	8	1	1003.2	8	1	7.3	8	1	曇	8	1	大雨時々曇	8	1
8/27/2013	35.5	0	8	1	25.4	8	1	30.5	8	1	20.3	8	1	9.6	0	8	1	23.16	8	1	2.7	8	1	5.2	8	南南東	8	1	8.2	8	南	8	1	北	8	1	21.6	8	1	69	8	1	999.6	8	1	1003.7	8	1	6.5	8	1	晴	8	1	晴一時曇	8	1
8/28/2013	0	1	8	1	27.8	8	1	33.2	8	1	23.2	8	1	11.1	0	8	1	23.95	8	1	2.6	8	1	5.5	8	南南東	8	1	9.5	8	南南東	8	1	南南東	8	1	20.8	8	1	57	8	1	1002.8	8	1	1006.9	8	1	4	8	1	晴	8	1	晴時々曇	8	1
8/29/2013	0	1	8	1	28.3	8	1	32.6	8	1	25	8	1	7.4	0	8	1	16.77	8	1	3.1	8	1	6.9	8	南	8	1	11.4	8	南南西	8	1	南	8	1	25	8	1	66	8	1	1002.1	8	1	1006.2	8	1	6.5	8	1	晴時々曇	8	1	薄曇時々晴	8	1
8/30/2013	0	1	8	1	31.4	8	1	36.8	8	1	27.5	8	1	10.2	0	8	1	22.75	8	1	3.5	8	1	5.9	8	南	8	1	9.9	8	南南西	8	1	南	8	1	28.2	8	1	62	8	1	998.9	8	1	1003	8	1	9.8	8	1	薄曇	8	1	曇後晴	8	1
8/31/2013	0	1	8	1	30.8	8	1	35.3	8	1	27.8	8	1	7.9	0	8	1	19.16	8	1	3.6	8	1	8	8	南南西	8	1	14.6	8	南南西	8	1	南	8	1	29.1	8	1	66	8	1	1001.2	8	1	1005.2	8	1	2.5	8	1	晴	8	1	晴	8	1
7/1/2014	1.5	0	8	1	25.3	8	1	29.6	8	1	21	8	1	5.2	0	8	1	21.71	8	1	2.7	8	1	5.4	8	南南東	8	1	8.8	8	南南東	8	1	南南東	8	1	22.6	8	1	71	8	1	1006.2	8	1	1010.4	8	1	8.5	8	1	曇後晴	8	1	晴一時曇	8	1
7/2/2014	0	1	8	1	25.8	8	1	30.3	8	1	22.2	8	1	8.8	0	8	1	24.97	8	1	2.8	8	1	5.9	8	南南東	8	1	9.5	8	南南東	8	1	南南東	8	1	22.2	8	1	68	8	1	1006.8	8	1	1010.9	8	1	5.8	8	1	晴時々曇	8	1	曇	8	1
7/3/2014	2	0	8	1	24.8	8	1	27.5	8	1	21.8	8	1	2.3	0	8	1	13.58	8	1	2.8	8	1	6.6	8	南	8	1	11.2	8	南	8	1	南南東	8	1	23.8	8	1	76	8	1	1003.7	8	1	1007.8	8	1	10	8	1	曇後一時雨	8	1	雨	8	1
7/4/2014	5	0	8	1	21.6	8	1	23.4	8	1	20.6	8	1	0	0	8	1	5.39	8	1	2.4	8	1	4.2	8	北東	8	1	7.6	8	北東	8	1	北北東	8	1	23.1	8	1	89	8	1	1001	8	1	1005.2	8	1	10	8	1	雨時々曇	8	1	雨時々曇	8	1
7/5/2014	1.5	0	8	1	22	8	1	24.3	8	1	20.1	8	1	0.8	0	8	1	4.47	8	1	2.2	8	1	4	8	北北東	8	1	7.5	8	北東	8	1	北東	8	1	22	8	1	84	8	1	1005	8	1	1009.2	8	1	8.3	8	1	曇時々雨	8	1	晴時々薄曇	8	1
7/6/2014	0	0	8	1	24.2	8	1	28.5	8	1	20.6	8	1	6.8	0	8	1	22.62	8	1	2.5	8	1	5.1	8	南	8	1	8.3	8	南東	8	1	南	8	1	21.8	8	1	73	8	1	1007.1	8	1	1011.3	8	1	8.5	8	1	薄曇	8	1	薄曇後雨	8	1
7/7/2014	7	0	8	1	23.4	8	1	24.9	8	1	21.6	8	1	0	0	8	1	4.23	8	1	2.4	8	1	4.8	8	南南東	8	1	8.3	8	南南東	8	1	南南東	8	1	25.6	8	1	89	8	1	1003.5	8	1	1007.7	8	1	10	8	1	雨時々曇	8	1	晴時々曇	8	1
7/8/2014	0	0	8	1	26.8	8	1	31.5	8	1	21.6	8	1	10.4	0	8	1	25.85	8	1	2.6	8	1	5.9	8	南西	8	1	9.3	8	南西	8	1	南南東	8	1	23.2	8	1	68	8	1	1006.1	8	1	1010.2	8	1	6.8	8	1	晴	8	1	曇後時々雨	8	1
7/9/2014	9	0	8	1	24.2	8	1	25.7	8	1	23.3	8	1	0	0	8	1	5.23	8	1	2.3	8	1	6.3	8	南南東	8	1	9	8	南南東	8	1	南南東	8	1	26.6	8	1	88	8	1	1006.4	8	1	1010.6	8	1	10	8	1	曇時々雨	8	1	曇時々雨	8	1
7/10/2014	3.5	0	8	1	26.6	8	1	29.7	8	1	23.5	8	1	1.3	0	8	1	14.68	8	1	5.3	8	1	9.8	8	南	8	1	17.8	8	南南西	8	1	南	8	1	29.3	8	1	84	8	1	996.3	8	1	1000.4	8	1	10	8	1	曇後一時雨	8	1	雨時々曇	8	1
7/11/2014	4	0	8	1	28.5	8	1	34.2	8	1	24.1	8	1	6.4	0	8	1	21.79	8	1	2.8	8	1	8.6	8	南南東	8	1	17.8	8	南	8	1	南南東	8	1	29.7	8	1	78	8	1	989.2	8	1	993.3	8	1	8.8	8	1	曇時々晴	8	1	曇時々雨	8	1
7/12/2014	0	0	8	1	29.2	8	1	32.8	8	1	26.5	8	1	9.5	0	8	1	24.64	8	1	2.9	8	1	6.3	8	南	8	1	10.6	8	南	8	1	南	8	1	25.2	8	1	63	8	1	998.8	8	1	1002.9	8	1	9	8	1	晴後一時薄曇	8	1	曇一時晴	8	1
7/13/2014	0	0	8	1	26.9	8	1	28	8	1	25.6	8	1	0.2	0	8	1	8.06	8	1	3.3	8	1	8	8	南	8	1	14	8	南	8	1	南南東	8	1	26.7	8	1	76	8	1	999.8	8	1	1003.9	8	1	8.8	8	1	曇	8	1	曇	8	1
7/14/2014	0	0	8	1	28.5	8	1	32.9	8	1	25.4	8	1	6.4	0	8	1	19.71	8	1	2.6	8	1	5.1	8	東北東	8	1	9.5	8	東	8	1	南南東	8	1	27.8	8	1	72	8	1	1001.2	8	1	1005.3	8	1	10	8	1	曇一時雨後晴	8	1	曇一時雨	8	1
7/15/2014	0	0	8	1	28.2	8	1	32.5	8	1	24.7	8	1	6.7	0	8	1	20.81	8	1	2.8	8	1	6	8	南南東	8	1	10.3	8	南南東	8	1	南南東	8	1	25.4	8	1	67	8	1	1008.1	8	1	1012.2	8	1	5.5	8	1	晴一時曇	8	1	晴	8	1
7/16/2014	0	1	8	1	28	8	1	32.3	8	1	24.7	8	1	10.1	0	8	1	25.44	8	1	2.7	8	1	6.2	8	南南東	8	1	9.4	8	南南東	8	1	南東	8	1	28	8	1	74	8	1	1006.8	8	1	1010.9	8	1	4.5	8	1	晴	8	1	薄曇後一時雨	8	1
7/17/2014	0	0	8	1	27.1	8	1	31.8	8	1	24.4	8	1	4.1	0	8	1	18.3	8	1	3.1	8	1	6.6	8	南南東	8	1	9.8	8	南南東	8	1	南南東	8	1	26.3	8	1	74	8	1	1008.1	8	1	1012.3	8	1	10	8	1	曇一時晴	8	1	曇時々雨一時霧雨	8	1
7/18/2014	2.5	0	8	1	24.9	8	1	27.5	8	1	22.6	8	1	0	0	8	1	5.62	8	1	2.3	8	1	3.9	8	北東	8	1	6.8	8	北東	8	1	北東	8	1	25.3	8	1	81	8	1	1009.2	8	1	1013.4	8	1	10	8	1	曇	8	1	曇一時雨、雷を伴う	8	1
7/19/2014	6.5	0	8	1	23.8	8	1	26.4	8	1	22.1	8	1	0	0	8	1	5.98	8	1	1.9	8	1	4.3	8	北東	8	1	6.9	8	北北東	8	1	南南東	8	1	24.7	8	1	84	8	1	1009.5	8	1	1013.7	8	1	10	8	1	曇時々雨	8	1	曇一時雨	8	1
7/20/2014	53	0	8	1	24.5	8	1	29.9	8	1	21.8	8	1	3.1	0	8	1	15.73	8	1	2.1	8	1	6.5	8	東南東	8	1	10.8	8	東南東	8	1	北北西	8	1	24.4	8	1	81	8	1	1007.1	8	1	1011.3	8	1	10	8	1	曇後一時大雨、雷を伴う	8	1	曇一時雨、雷を伴う	8	1
7/21/2014	0	0	8	1	25	8	1	28.8	8	1	22.6	8	1	3.9	0	8	1	16.84	8	1	2.4	8	1	6.4	8	南南東	8	1	9.5	8	南南東	8	1	南東	8	1	25.2	8	1	80	8	1	1007	8	1	1011.2	8	1	9.3	8	1	曇後時々晴	8	1	曇時々晴	8	1
7/22/2014	0	1	8	1	27.7	8	1	31.2	8	1	24.7	8	1	7	0	8	1	22	8	1	2.6	8	1	5.9	8	南東	8	1	9.3	8	南東	8	1	南南東	8	1	27.7	8	1	75	8	1	1004.4	8	1	1008.6	8	1	10	8	1	薄曇一時晴	8	1	曇一時晴	8	1
7/23/2014	0	0	8	1	29.4	8	1	33.1	8	1	25.6	8	1	9	0	8	1	22.33	8	1	2.4	8	1	4.9	8	南東	8	1	7.3	8	南東	8	1	南南東	8	1	28.8	8	1	71	8	1	1000.7	8	1	1004.8	8	1	7.8	8	1	薄曇	8	1	曇後一時晴	8	1
7/24/2014	7	0	8	1	29.9	8	1	34.6	8	1	26.2	8	1	2.5	0	8	1	15	8	1	2.2	8	1	5.4	8	東北東	8	1	9.4	8	東北東	8	1	南	8	1	30.1	8	1	72	8	1	1000.1	8	1	1004.2	8	1	7.8	8	1	曇後一時雨	8	1	晴時々曇一時雨、雷を伴う	8	1
7/25/2014	0	1	8	1	30.5	8	1	35.6	8	1	26.4	8	1	11.7	0	8	1	24.48	8	1	2.7	8	1	6.4	8	南東	8	1	11.5	8	南南東	8	1	南東	8	1	28.4	8	1	66	8	1	1006.6	8	1	1010.7	8	1	2.5	8	1	晴	8	1	快晴	8	1
7/26/2014	0	1	8	1	30.5	8	1	34.6	8	1	27.9	8	1	10.2	0	8	1	24.78	8	1	3.3	8	1	7	8	南南東	8	1	11.5	8	南南東	8	1	南南東	8	1	31	8	1	72	8	1	1006.5	8	1	1010.6	8	1	2.3	8	1	晴	8	1	快晴	8	1
7/27/2014	3	0	8	1	30.1	8	1	34.5	8	1	27.1	8	1	9	0	8	1	23	8	1	3.1	8	1	6	8	南	8	1	11.1	8	北東	8	1	南	8	1	29.6	8	1	69	8	1	1000.1	8	1	1004.1	8	1	5	8	1	晴後一時雨、雷を伴う	8	1	晴時々曇一時雨	8	1
7/28/2014	0	1	8	1	27.7	8	1	30.7	8	1	25.9	8	1	8.4	0	8	1	22.12	8	1	3.1	8	1	6.1	8	南南東	8	1	9.1	8	南南東	8	1	南南東	8	1	21.2	8	1	57	8	1	1004.5	8	1	1008.6	8	1	3.3	8	1	晴一時曇	8	1	快晴	8	1
7/29/2014	0	1	8	1	27.6	8	1	31.8	8	1	24.1	8	1	11.4	0	8	1	25.35	8	1	3.3	8	1	6.4	8	南	8	1	10.4	8	南南東	8	1	南南西	8	1	22.3	8	1	61	8	1	1009.9	8	1	1014.1	8	1	3.5	8	1	晴	8	1	晴	8	1
7/30/2014	0	1	8	1	27.9	8	1	31.8	8	1	25	8	1	9	0	8	1	21.9	8	1	3.5	8	1	6.5	8	南東	8	1	10.8	8	南東	8	1	南	8	1	25.8	8	1	69	8	1	1011.7	8	1	1015.9	8	1	5.3	8	1	晴	8	1	晴	8	1
7/31/2014	0	1	8	1	29.5	8	1	33.9	8	1	26.1	8	1	11.4	0	8	1	24.82	8	1	2.8	8	1	5.9	8	南南東	8	1	9.3	8	南東	8	1	南	8	1	28.5	8	1	70	8	1	1009	8	1	1013.2	8	1	3.8	8	1	晴	8	1	晴時々薄曇	8	1
8/1/2014	0	0	8	1	29.8	8	1	33.5	8	1	26.6	8	1	11.8	0	8	1	25.25	8	1	3	8	1	6.4	8	南南東	8	1	10	8	南南東	8	1	南南東	8	1	29.6	8	1	71	8	1	1006.9	8	1	1011	8	1	6.8	8	1	薄曇時々晴	8	1	曇一時雨後時々晴、雷を伴う	8	1
8/2/2014	0	1	8	1	30.9	8	1	35.3	8	1	27	8	1	10.5	0	8	1	24.85	8	1	2.2	8	1	5.1	8	南南東	8	1	7.8	8	南南東	8	1	南南東	8	1	27.9	8	1	63	8	1	1005.5	8	1	1009.5	8	1	7	8	1	晴	8	1	快晴	8	1
8/3/2014	0	1	8	1	31	8	1	35.5	8	1	27.9	8	1	10.8	0	8	1	24.85	8	1	2.9	8	1	5.9	8	南	8	1	11.1	8	南東	8	1	南南西	8	1	27.3	8	1	61	8	1	1004.1	8	1	1008.2	8	1	4.5	8	1	晴後時々薄曇	8	1	薄曇時々晴	8	1
8/4/2014	0	0	8	1	30.5	8	1	34.7	8	1	27.8	8	1	9.1	0	8	1	23.36	8	1	4.8	8	1	8.9	8	南南西	8	1	15.2	8	南南西	8	1	南南西	8	1	27.5	8	1	64	8	1	1003	8	1	1007.1	8	1	8.5	8	1	薄曇	8	1	晴一時曇	8	1
8/5/2014	0	1	8	1	31.1	8	1	36.1	8	1	28	8	1	12.9	0	8	1	26.98	8	1	5.9	8	1	9.5	8	南南西	8	1	16.3	8	南南西	8	1	南南西	8	1	28.4	8	1	64	8	1	1001.8	8	1	1005.8	8	1	1	8	1	快晴	8	1	快晴	8	1
8/6/2014	0	1	8	1	30.8	8	1	35.7	8	1	27.9	8	1	12.7	0	8	1	27.09	8	1	5.6	8	1	8.6	8	南	8	1	15.5	8	南	8	1	南	8	1	28	8	1	64	8	1	1001.3	8	1	1005.4	8	1	0	8	1	快晴	8	1	快晴	8	1
8/7/2014	0	1	8	1	29.7	8	1	34.2	8	1	27.6	8	1	11.1	0	8	1	25.62	8	1	5.1	8	1	9	8	南南東	8	1	16.3	8	南南東	8	1	南	8	1	27.3	8	1	65	8	1	1002.4	8	1	1006.5	8	1	3.5	8	1	晴	8	1	曇時々晴	8	1
8/8/2014	0	0	8	1	29	8	1	31.7	8	1	26.6	8	1	1.7	0	8	1	11.98	8	1	2.4	8	1	5.4	8	南南西	8	1	9.9	8	南西	8	1	南南西	8	1	26.9	8	1	67	8	1	1004.7	8	1	1008.8	8	1	9	8	1	曇時々雨	8	1	曇	8	1
8/9/2014	0	0	8	1	25.4	8	1	27.8	8	1	22.8	8	1	0	0	8	1	6.85	8	1	3.3	8	1	5.4	8	東北東	8	1	10.5	8	東南東	8	1	東北東	8	1	25.9	8	1	80	8	1	1007.2	8	1	1011.4	8	1	10	8	1	曇時々雨	8	1	曇時々雨	8	1
8/10/2014	45	0	8	1	26.3	8	1	29.4	8	1	22.2	8	1	0.2	0	8	1	6.85	8	1	5.5	8	1	11	8	南南東	8	1	20.6	8	南南西	8	1	南南東	8	1	29.3	8	1	86	8	1	997.7	8	1	1001.9	8	1	10	8	1	曇時々雨	8	1	曇一時雨	8	1
8/11/2014	0	1	8	1	29.4	8	1	32.9	8	1	27.3	8	1	9.8	0	8	1	25.06	8	1	7.3	8	1	11.4	8	南	8	1	24.2	8	南	8	1	南	8	1	27.9	8	1	69	8	1	993.5	8	1	997.6	8	1	8.3	8	1	晴後一時曇	8	1	曇時々晴	8	1
8/12/2014	0.5	0	8	1	26.3	8	1	29.6	8	1	21.7	8	1	0.1	0	8	1	6.18	8	1	3.2	8	1	6	8	南南西	8	1	10.5	8	南南西	8	1	南南西	8	1	26.9	8	1	79	8	1	1000.8	8	1	1005	8	1	8.5	8	1	曇後雨	8	1	曇一時雨	8	1
8/13/2014	0	0	8	1	26.7	8	1	31.5	8	1	21.9	8	1	6.1	0	8	1	20.3	8	1	2.1	8	1	3.7	8	南南西	8	1	5.9	8	南南東	8	1	南	8	1	26.4	8	1	76	8	1	1005.6	8	1	1009.7	8	1	9.5	8	1	曇一時晴	8	1	曇一時雨	8	1
8/14/2014	19.5	0	8	1	27.1	8	1	30.1	8	1	25.8	8	1	1.1	0	8	1	7.05	8	1	1.3	8	1	3.4	8	南南西	8	1	6	8	南	8	1	南	8	1	30.6	8	1	86	8	1	1007	8	1	1011.1	8	1	10	8	1	曇後雨	8	1	晴時々曇一時雨	8	1
8/15/2014	0	1	8	1	29.5	8	1	33.6	8	1	25.6	8	1	11.9	0	8	1	25.49	8	1	5.1	8	1	9.3	8	南	8	1	16.3	8	南	8	1	南	8	1	29.7	8	1	73	8	1	1003.4	8	1	1007.5	8	1	7.5	8	1	薄曇	8	1	晴時々薄曇	8	1
8/16/2014	1.5	0	8	1	27	8	1	31.2	8	1	23.2	8	1	1.6	0	8	1	7.71	8	1	3.1	8	1	6.5	8	南南西	8	1	12.4	8	南南西	8	1	南南西	8	1	28.7	8	1	80	8	1	1005.1	8	1	1009.2	8	1	9	8	1	曇時々雨	8	1	曇	8	1
8/17/2014	0	1	8	1	26.2	8	1	30.8	8	1	22.3	8	1	4	0	8	1	15.35	8	1	2	8	1	5.3	8	南南東	8	1	8.7	8	南南東	8	1	北北東	8	1	27.2	8	1	81	8	1	1009.3	8	1	1013.5	8	1	9	8	1	曇	8	1	曇時々晴	8	1
8/18/2014	0	1	8	1	29.1	8	1	33.6	8	1	26	8	1	6.9	0	8	1	19.36	8	1	3	8	1	8.4	8	南	8	1	13.8	8	南	8	1	南	8	1	28.9	8	1	72	8	1	1010.2	8	1	1014.4	8	1	5.8	8	1	曇後晴	8	1	晴	8	1
8/19/2014	0	1	8	1	30.3	8	1	34.7	8	1	26.5	8	1	12.2	0	8	1	25.33	8	1	3.3	8	1	6.1	8	南南西	8	1	10	8	南南西	8	1	南	8	1	28.6	8	1	67	8	1	1009	8	1	1013.1	8	1	1.8	8	1	晴	8	1	快晴	8	1
8/20/2014	0	1	8	1	31.1	8	1	34.5	8	1	27.8	8	1	11.5	0	8	1	22.81	8	1	2.4	8	1	5.6	8	南東	8	1	8.9	8	南南東	8	1	南南東	8	1	31.5	8	1	70	8	1	1008.3	8	1	1012.4	8	1	4.3	8	1	晴	8	1	薄曇	8	1
8/21/2014	0	1	8	1	30.5	8	1	34.1	8	1	27.5	8	1	10.7	0	8	1	22.39	8	1	2.4	8	1	6.1	8	南東	8	1	8.9	8	南南東	8	1	南南東	8	1	30.7	8	1	71	8	1	1007.8	8	1	1011.9	8	1	6.3	8	1	晴時々曇	8	1	快晴	8	1
8/22/2014	0	1	8	1	30.2	8	1	34.6	8	1	27.6	8	1	10.7	0	8	1	23.65	8	1	3	8	1	6.7	8	南南西	8	1	11	8	南南西	8	1	南南東	8	1	30.1	8	1	71	8	1	1006.9	8	1	1011	8	1	5.8	8	1	晴	8	1	晴時々曇	8	1
8/23/2014	0	0	8	1	27.6	8	1	30.3	8	1	25.8	8	1	3	0	8	1	10.54	8	1	3.2	8	1	6.6	8	南南西	8	1	11.3	8	南南西	8	1	南	8	1	26.3	8	1	71	8	1	1006.8	8	1	1010.9	8	1	9.3	8	1	曇一時雨	8	1	曇	8	1
8/24/2014	0	0	8	1	28.4	8	1	32.1	8	1	25.3	8	1	5.6	0	8	1	17.38	8	1	2.3	8	1	6.1	8	南	8	1	9.2	8	南	8	1	南南東	8	1	26.4	8	1	68	8	1	1006.4	8	1	1010.6	8	1	9.5	8	1	薄曇	8	1	曇時々雨	8	1
8/25/2014	0	0	8	1	27	8	1	29.3	8	1	24.8	8	1	0.9	0	8	1	10.04	8	1	2.3	8	1	4.2	8	北東	8	1	7.9	8	北東	8	1	南東	8	1	26.2	8	1	74	8	1	1006	8	1	1010.1	8	1	10	8	1	曇時々雨	8	1	曇後一時雨	8	1
8/26/2014	0	0	8	1	25.2	8	1	26.9	8	1	23.2	8	1	0	0	8	1	3.25	8	1	2.6	8	1	4.8	8	北北東	8	1	9.4	8	北北東	8	1	北北東	8	1	26.1	8	1	81	8	1	1004.8	8	1	1008.9	8	1	10	8	1	雨時々曇	8	1	雨時々曇	8	1
8/27/2014	5	0	8	1	21.2	8	1	23.4	8	1	19.9	8	1	0	0	8	1	3.08	8	1	2.8	8	1	5.4	8	北北東	8	1	10	8	北東	8	1	北北西	8	1	22	8	1	87	8	1	1010.4	8	1	1014.7	8	1	10	8	1	雨後時々曇	8	1	雨	8	1
8/28/2014	7	0	8	1	21.1	8	1	23	8	1	19.6	8	1	0	0	8	1	3.99	8	1	2	8	1	4.2	8	北北西	8	1	6.3	8	北北西	8	1	北	8	1	22.8	8	1	91	8	1	1011.1	8	1	1015.3	8	1	10	8	1	雨後一時曇	8	1	雨後一時曇	8	1
8/29/2014	0.5	0	8	1	23.3	8	1	26.2	8	1	20.8	8	1	0	0	8	1	7.3	8	1	2.1	8	1	4.1	8	東	8	1	7	8	東	8	1	北東	8	1	23.3	8	1	82	8	1	1011.2	8	1	1015.4	8	1	10	8	1	曇時々雨	8	1	曇後雨	8	1
8/30/2014	26	0	8	1	22.6	8	1	26.1	8	1	19.9	8	1	1.9	0	8	1	11.51	8	1	2.5	8	1	4.5	8	北東	8	1	8.6	8	東北東	8	1	北東	8	1	21.9	8	1	80	8	1	1009.6	8	1	1013.8	8	1	8.5	8	1	曇一時雨	8	1	晴時々曇	8	1
